24	0,2491	stelle wort leser buch begebenheit mensch seite lob karakter tadel zug welt schilderung erzählung autor anfang platz ehre weg verhältnis 
25	0,01887	fixlein entwicklung krankheit verwicklung anblick wort erfindung regel missfallen fremd mund bescheidenheit verbum einbildung romanlebe besuch verlobung wasser voraus mal 
26	0,00311	platte reihe buchhandel sphäre requisit einverständnis egidius geschreibsel perspektive gartenhäuschen gemeine glasspind auserkorener titan sabbatsjahr berichterstatter geschäftsträger ankündigung tribüne ausström 
27	0,03596	verleger bändchen messe buchhändler schreiben aufsatz wille ausarbeitung unterabteilung dornenstücke erholung druck institut schuldner erfolg vorwurf verhältnis rücksicht rezension brief 
28	0,92053	freund brief mensch freude herz kind gedanke stunde herr geist liebe seele leben haus hand hoffnung mann gefühl glück freundschaft 
29	0,00328	fantasie aufsatz einbildungskraft unendliche bewusstsein sinn zustand himmel ausgabe linie erinnerung urteil klage empfinden affekt begierde sonne liebe fälbel magie 
30	0,01578	exkursus hof schwänz nonne sohn tochter schluss schule quintus spötter glorie ausschuß primas versendung umarmung doktor passus heimreise kallo ex-hofmedikus 
31	0,02565	beschreibung mächtigeren gefilde kalt phaenomen seher forscher volkommenheit anerkennung lüfte gesang vögel duft park pflegling tode dichter lektionszettel händedruck funke 
32	0,02484	name verlust fedt lebensgeister nähere werkchen selbstgefühl progression kleineren misslich schwere gemütszustand spähend mskpt buchladen undank klage eigentum regel gefahr 
33	0,00318	freudel gegenwart natur anspielung tag erhabene system musik fantasieren beziehung einb dankbarkeit erstaunen gang gevatter anblick genie ausruffung ratsmahl thema 
34	0,01869	anweisung köhlerischen senfkorn unvermögen inhaber mutmaßet schwangerschaft schulrat vorderhand schade pfründ gottesakker erraten leerheit ängstlichkeit absetzen absätz macher berück kirchhofszener 
35	0,00629	instanz zeuge notar zeugenrotul leibgeber gesetz beweis gegner inhabilität name ort notariatszeugenrotul sentenz zeugenaussage aussage umtausch umstand kosten durst schwert 
36	0,03204	kopf seite flecken horion bedenklichkeit rezension satir vorkommen gefallen charakter stand aufsatz skizze punkt hande voraus fall autor stern mai 
37	0,0463	bruder ruhe winter umstand sonne leben kleid vater idee wunder prophezeiung stufe hrn ordnung sohn person reiz vorurteil bruderlieb wütz 
38	0,03212	meinung belustigung schwester warten lesewelt vergleich entfernung andenken gefahr karaktere hoffnung mittag anteil herzlichkeit dan bedingungsweise scheidewand brachfeld feiler muse 
39	0,04211	klotilde fantasie strom raum blättchen wiederfinden königsstadt weib traum natur dorne verklärung engelssphäre aufbruch grau menschenherz fieberhitze walle gefrierpunkt siedepunkt 
40	0,14276	herr vergnügen diener mal stunde vater wonne güte hochachtung stube traum kopf eltern hand ersatz sonne liebster geld natur gehorschamster 
41	0,01574	geschichte zufall voraussetzung kur turmknopf reisekosten gedärm zufälliges idylle zug spielart kummer entschuldigung zerstreuung redaktion jus herfahr paroxysmum fixleinisch aufenhalt 
42	0	
43	0,03492	ansehung titel spaß kritik rezension armenadvokat klausel maisenkästchen winter orthografie kollege jesuite hase schrift anfang betteljung hemd skribent glocke bar 
44	0,00943	unterstützung wetter kollegium leid könen tanzen karnval sume summe einnerlei dekoration pracht alceste oper professores wust übersand madem bärt glasscheibe 
45	0,01268	karaktere schilderung liebe gegend bewunderung erhebung empfindung erklärung grad tugend posttag szene lord nachahmung gottheit verachtung geist gefühl buch überfall 
46	0,02547	rezensent herrlichkeit kalender verheißung gewitterwolke auswahl sujet bouse fittich kalkant vfs kolossus buchenholze tafel schullabore rauchschlot bräuti schlafengehen herzynisch trumm 
47	0,06285	weib fürstin auftrag folge leichtsinn minute hesperus bedingung vorwurf druckschrift manuskript völderndorf antrag ten schäfer schleppe erkenntlichkeit auflage zuflucht ton 
48	0,04406	bruder antwort mspt hesperus tisch einbildungskraft bitte wohnung güte nachricht stadt vergnügen posse predigt bücherrepositoria seelenkraft geliebter falte lunge verehrer 
49	0,04343	buchstabe schutz geselschaft rat erfüllung abend versprechen mentor minute anrede glücklich schmuck engel führer mittelpunkt schlaff flüchte unse adresse herausgehn 
